Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45722583,03/01/2020 12:28:48 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2011 HOLLAND AVENUE,HOLLAND AVENUE,ANTIN PLACE,BRADY AVENUE,ANTIN PLACE,BRADY AVENUE,,BRONX,HOLLAND AVENUE,,In Progress,,,,11 BRONX,2042850001,BRONX,1021352,249397,MOBILE,Unspecified,BRONX,,,,,,,,40.851134180432396,-73.86588933611803,"(40.851134180432396, -73.86588933611803)"
45724091,03/01/2020 12:29:06 AM,03/01/2020 01:59:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11238,109 GREENE AVENUE,GREENE AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,,BROOKLYN,GREENE AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the pre,03/01/2020 06:59:42 AM,02 BROOKLYN,3019430038,BROOKLYN,993116,189375,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68646295907187,-73.96803168699417,"(40.68646295907187, -73.96803168699417)"
45724754,03/01/2020 12:30:06 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,32-42 91 STREET,91 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,,EAST ELMHURST,91 STREET,,In Progress,,,,03 QUEENS,4014200001,QUEENS,1018265,215317,MOBILE,Unspecified,QUEENS,,,,,,,,40.75760648602452,-73.8772204024101,"(40.75760648602452, -73.8772204024101)"
45726398,03/01/2020 12:30:20 AM,,NYPD,New York City Police Department,Homeless Street Condition,N/A,Street/Sidewalk,10005,41 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,,NEW YORK,PINE STREET,,In Progress,,,,01 MANHATTAN,1000430001,MANHATTAN,981689,196883,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70707474295151,-74.00923710385544,"(40.70707474295151, -74.00923710385544)"
45724824,03/01/2020 12:30:34 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,774 BUSHWICK AVENUE,BUSHWICK AVENUE,DODWORTH STREET,DEKALB AVENUE,DODWORTH STREET,DEKALB AVENUE,,BROOKLYN,BUSHWICK AVENUE,,In Progress,,,,04 BROOKLYN,3032300019,BROOKLYN,1003970,192653,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.695442782927365,-73.92888561969903,"(40.695442782927365, -73.92888561969903)"
45726367,03/01/2020 12:30:45 AM,,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11201,306 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,,BROOKLYN,GOLD STREET,,In Progress,,,,02 BROOKLYN,3001337501,BROOKLYN,988889,192476,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69497771412684,-73.98327092926955,"(40.69497771412684, -73.98327092926955)"
45725111,03/01/2020 12:30:49 AM,03/01/2020 01:34:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,12 ORCHARD STREET,ORCHARD STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,,NEW YORK,ORCHARD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:34:34 AM,03 MANHATTAN,1002987501,MANHATTAN,986540,199832,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.715169121396826,-73.99173934530626,"(40.715169121396826, -73.99173934530626)"
45724825,03/01/2020 12:30:57 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,,NEW YORK,SHERMAN AVENUE,,In Progress,,,,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86475887078959,-73.92282955485882,"(40.86475887078959, -73.92282955485882)"
45724394,03/01/2020 12:30:59 AM,03/01/2020 12:56:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,132-21 SANFORD AVENUE,SANFORD AVENUE,COLLEGE POINT BOULEVARD,SUMMIT COURT,COLLEGE POINT BOULEVARD,SUMMIT COURT,,FLUSHING,SANFORD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 05:56:29 AM,07 QUEENS,4050400065,QUEENS,1030678,214381,ONLINE,Unspecified,QUEENS,,,,,,,,40.754980941275576,-73.83242134106573,"(40.754980941275576, -73.83242134106573)"
45723663,03/01/2020 12:31:02 AM,03/01/2020 01:10:47 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10025,711 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:10:53 AM,07 MANHATTAN,1012250001,MANHATTAN,992253,228201,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79303148882421,-73.97109723139283,"(40.79303148882421, -73.97109723139283)"
45722127,03/01/2020 12:31:23 AM,03/01/2020 01:58:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,972 LINDEN BOULEVARD,LINDEN BOULEVARD,EAST   58 STREET,EAST   59 STREET,EAST   58 STREET,EAST   59 STREET,,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/01/2020 06:58:48 AM,17 BROOKLYN,,BROOKLYN,1005763,177662,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65429170220438,-73.92246754490677,"(40.65429170220438, -73.92246754490677)"
45724607,03/01/2020 12:31:33 AM,03/01/2020 01:52:19 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11238,109 LEFFERTS PLACE,LEFFERTS PLACE,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,,BROOKLYN,LEFFERTS PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:52:21 AM,02 BROOKLYN,3020150064,BROOKLYN,995513,187391,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68101460648393,-73.95939209370007,"(40.68101460648393, -73.95939209370007)"
45725528,03/01/2020 12:31:53 AM,,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11106,35-21 VERNON BOULEVARD,VERNON BOULEVARD,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,,ASTORIA,VERNON BOULEVARD,,In Progress,,,,01 QUEENS,4003280016,QUEENS,1000401,217344,ONLINE,Unspecified,QUEENS,,,,,,,,40.76322075861748,-73.94169690040673,"(40.76322075861748, -73.94169690040673)"
45725149,03/01/2020 12:31:57 AM,03/01/2020 01:32:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2011 HOLLAND AVENUE,HOLLAND AVENUE,ANTIN PLACE,BRADY AVENUE,ANTIN PLACE,BRADY AVENUE,,BRONX,HOLLAND AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/01/2020 06:32:40 AM,11 BRONX,2042850001,BRONX,1021352,249397,MOBILE,Unspecified,BRONX,,,,,,,,40.851134180432396,-73.86588933611803,"(40.851134180432396, -73.86588933611803)"
45725577,03/01/2020 12:32:29 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,2949 8 AVENUE,8 AVENUE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,,NEW YORK,8 AVENUE,,In Progress,,,,10 MANHATTAN,1021060003,MANHATTAN,1001746,241626,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82986567425228,-73.93677835612083,"(40.82986567425228, -73.93677835612083)"
45723202,03/01/2020 12:32:41 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10023,75 WEST END AVENUE,WEST END AVENUE,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,FREEDOM PLACE SOUTH,,NEW YORK,WEST END AVENUE,,In Progress,,,,07 MANHATTAN,1011710063,MANHATTAN,987231,221346,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77421945878715,-73.9892371845004,"(40.77421945878715, -73.9892371845004)"
45722114,03/01/2020 12:32:42 AM,03/01/2020 01:53:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2605 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  193 STREET,EAST  194 STREET,EAST  193 STREET,EAST  194 STREET,,BRONX,BAINBRIDGE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:54:01 AM,07 BRONX,2032930056,BRONX,1014025,254158,PHONE,Unspecified,BRONX,,,,,,,,40.86422943805833,-73.8923526824832,"(40.86422943805833, -73.8923526824832)"
45725883,03/01/2020 12:33:02 AM,03/01/2020 12:34:48 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,458 WEST   52 STREET,WEST   52 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,NEW YORK,WEST   52 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 05:34:48 AM,04 MANHATTAN,1010610060,MANHATTAN,987119,218134,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.765403391957406,-73.9896429284564,"(40.765403391957406, -73.9896429284564)"
45727083,03/01/2020 12:33:19 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,11206,57 GRAHAM AVENUE,GRAHAM AVENUE,VARET STREET,MOORE STREET,VARET STREET,MOORE STREET,,BROOKLYN,GRAHAM AVENUE,,In Progress,,,,01 BROOKLYN,3031050022,BROOKLYN,1000172,195575,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70347063705059,-73.94257507749141,"(40.70347063705059, -73.94257507749141)"
45726258,03/01/2020 12:33:27 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11238,109 LEFFERTS PLACE,LEFFERTS PLACE,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,,BROOKLYN,LEFFERTS PLACE,,In Progress,,,,02 BROOKLYN,3020150064,BROOKLYN,995513,187391,ONLINE,Unspecified,BROOKLYN,,,"109 LEFFERTS PLACE, BROOKLYN, NY, 11238",,,,,40.68101460648393,-73.95939209370007,"(40.68101460648393, -73.95939209370007)"
45724889,03/01/2020 12:33:38 AM,,NYPD,New York City Police Department,Homeless Street Condition,N/A,Residential Building/House,10005,40 EXCHANGE PLACE,EXCHANGE PLACE,WILLIAM STREET,BROAD STREET,WILLIAM STREET,BROAD STREET,,NEW YORK,EXCHANGE PLACE,,In Progress,,,,01 MANHATTAN,1000250027,MANHATTAN,981399,196469,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.705938321966826,-74.01028291064266,"(40.705938321966826, -74.01028291064266)"
45725595,03/01/2020 12:33:47 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11225,340 MAPLE STREET,MAPLE STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,BROOKLYN,MAPLE STREET,,In Progress,,,,09 BROOKLYN,3047960022,BROOKLYN,998288,180062,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.660894179220875,-73.9494023032745,"(40.660894179220875, -73.9494023032745)"
45721278,03/01/2020 12:33:55 AM,03/01/2020 01:54:17 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,35-20 99 STREET,99 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,,CORONA,99 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:54:21 AM,03 QUEENS,4017390114,QUEENS,1020629,213739,ONLINE,Unspecified,QUEENS,,,,,,,,40.75326587178405,-73.86869592403535,"(40.75326587178405, -73.86869592403535)"
45724849,03/01/2020 12:33:58 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,11249,314 BEDFORD AVENUE,BEDFORD AVENUE,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,,BROOKLYN,BEDFORD AVENUE,,In Progress,,,,01 BROOKLYN,3024050024,BROOKLYN,994824,199278,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71364250131899,-73.9618575699699,"(40.71364250131899, -73.9618575699699)"
45722616,03/01/2020 12:34:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10032,636 WEST  172 STREET,WEST  172 STREET,BROADWAY,FT WASHINGTON AVENUE,BROADWAY,FT WASHINGTON AVENUE,,NEW YORK,WEST  172 STREET,,In Progress,,,,12 MANHATTAN,1021420078,MANHATTAN,1000969,246835,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8441643715334,-73.93957305356312,"(40.8441643715334, -73.93957305356312)"
45724831,03/01/2020 12:34:34 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,151 MONTROSE AVENUE,MONTROSE AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,,BROOKLYN,MONTROSE AVENUE,,In Progress,,,,01 BROOKLYN,,BROOKLYN,999926,196977,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.707319235180506,-73.94345904688996,"(40.707319235180506, -73.94345904688996)"
45724790,03/01/2020 12:34:49 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,2160 84 STREET,84 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,,BROOKLYN,84 STREET,,In Progress,,,,11 BROOKLYN,3063350029,BROOKLYN,986037,159203,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60365159116164,-73.99356457070047,"(40.60365159116164, -73.99356457070047)"
45725561,03/01/2020 12:34:54 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,126 GRAHAM AVENUE,GRAHAM AVENUE,MC KIBBIN STREET,BOERUM STREET,MC KIBBIN STREET,BOERUM STREET,,BROOKLYN,GRAHAM AVENUE,,In Progress,,,,01 BROOKLYN,3030800006,BROOKLYN,1000077,196365,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70563917114372,-73.94291585144005,"(40.70563917114372, -73.94291585144005)"
45727134,03/01/2020 12:36:18 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11221,774 BUSHWICK AVENUE,BUSHWICK AVENUE,DODWORTH STREET,DEKALB AVENUE,DODWORTH STREET,DEKALB AVENUE,,BROOKLYN,BUSHWICK AVENUE,,In Progress,,,,04 BROOKLYN,3032300019,BROOKLYN,1003970,192653,PHONE,Unspecified,BROOKLYN,,,,,,,,40.695442782927365,-73.92888561969903,"(40.695442782927365, -73.92888561969903)"
45724756,03/01/2020 12:36:19 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10452,1181 GRAND CONCOURSE,GRAND CONCOURSE,TUDOR PLACE,EAST  167 STREET,TUDOR PLACE,EAST  167 STREET,,BRONX,GRAND CONCOURSE,,In Progress,,,,04 BRONX,2024630053,BRONX,1006856,243103,ONLINE,Unspecified,BRONX,,,,,,,,40.833908012183,-73.91830844774181,"(40.833908012183, -73.91830844774181)"
45724791,03/01/2020 12:36:21 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,,BROOKLYN,WEST   23 STREET,,In Progress,,,,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.577619686746154,-73.99037761720334,"(40.577619686746154, -73.99037761720334)"
45722878,03/01/2020 12:36:26 AM,03/01/2020 01:43:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,36-19 BOWNE STREET,BOWNE STREET,NORTHERN BOULEVARD,37 AVENUE,NORTHERN BOULEVARD,37 AVENUE,,FLUSHING,BOWNE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:43:15 AM,07 QUEENS,4050120012,QUEENS,1032518,217660,PHONE,Unspecified,QUEENS,,,,,,,,40.76397108572634,-73.82575646321109,"(40.76397108572634, -73.82575646321109)"
45727057,03/01/2020 12:36:36 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,82-17 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,82 ROAD,83 AVENUE,82 ROAD,83 AVENUE,,RIDGEWOOD,WOODHAVEN BOULEVARD,,In Progress,,,,06 QUEENS,4038820024,QUEENS,1024338,195595,MOBILE,Unspecified,QUEENS,,,,,,,,40.70344905055271,-73.85541700612636,"(40.70344905055271, -73.85541700612636)"
45727145,03/01/2020 12:37:42 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,605 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,,NEW YORK,WEST  141 STREET,,In Progress,,,,09 MANHATTAN,1020880087,MANHATTAN,997328,239516,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82408197350836,-73.95274687000166,"(40.82408197350836, -73.95274687000166)"
45723236,03/01/2020 12:38:06 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,82-17 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,82 ROAD,83 AVENUE,82 ROAD,83 AVENUE,,RIDGEWOOD,WOODHAVEN BOULEVARD,,In Progress,,,,06 QUEENS,4038820024,QUEENS,1024338,195595,MOBILE,Unspecified,QUEENS,,,,,,,,40.70344905055271,-73.85541700612636,"(40.70344905055271, -73.85541700612636)"
45725900,03/01/2020 12:38:07 AM,03/01/2020 01:33:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,509 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  135 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:33:44 AM,09 MANHATTAN,1019880098,MANHATTAN,997323,237732,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81918540590982,-73.95276841145517,"(40.81918540590982, -73.95276841145517)"
45726987,03/01/2020 12:38:30 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,976 GREENE AVENUE,GREENE AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,,BROOKLYN,GREENE AVENUE,,In Progress,,,,03 BROOKLYN,3016220031,BROOKLYN,1003985,191020,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69096054367836,-73.92883631078327,"(40.69096054367836, -73.92883631078327)"
45724811,03/01/2020 12:38:30 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,545 WEST  156 STREET,WEST  156 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  156 STREET,,In Progress,,,,12 MANHATTAN,1021150060,MANHATTAN,999649,242778,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83303148789812,-73.94435320079812,"(40.83303148789812, -73.94435320079812)"
45722787,03/01/2020 12:38:39 AM,03/01/2020 02:01:03 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10314,167 QUINLAN AVENUE,QUINLAN AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,,STATEN ISLAND,QUINLAN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/01/2020 02:01:00 AM,02 STATEN ISLAND,5007620082,STATEN ISLAND,948525,160663,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.60758715993787,-74.12866219764265,"(40.60758715993787, -74.12866219764265)"
45724067,03/01/2020 12:38:42 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,114A LINDEN STREET,LINDEN STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,BROOKLYN,LINDEN STREET,,In Progress,,,,04 BROOKLYN,3033320117,BROOKLYN,1006585,191885,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69332858843033,-73.91945794278234,"(40.69332858843033, -73.91945794278234)"
45724766,03/01/2020 12:39:12 AM,,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11206,242 WALLABOUT STREET,WALLABOUT STREET,LEE AVENUE,WALTON STREET,LEE AVENUE,WALTON STREET,,BROOKLYN,WALLABOUT STREET,,In Progress,,,,01 BROOKLYN,3022647519,BROOKLYN,997208,194367,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.700159797427006,-73.95326748060461,"(40.700159797427006, -73.95326748060461)"
45724832,03/01/2020 12:39:34 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,425 CLAREMONT PARKWAY,CLAREMONT PARKWAY,BROOK AVENUE,METRO NORTH HARLEM LINE,BROOK AVENUE,METRO NORTH HARLEM LINE,,BRONX,CLAREMONT PARKWAY,,In Progress,,,,03 BRONX,2028970127,BRONX,1010717,245124,ONLINE,Unspecified,BRONX,,,,,,,,40.83944434177114,-73.90434794474628,"(40.83944434177114, -73.90434794474628)"
45726270,03/01/2020 12:39:40 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,90-18 83 AVENUE,83 AVENUE,WOODHAVEN BOULEVARD,DEAD END,WOODHAVEN BOULEVARD,DEAD END,,RIDGEWOOD,83 AVENUE,,In Progress,,,,06 QUEENS,4038830047,QUEENS,1024527,195526,MOBILE,Unspecified,QUEENS,,,,,,,,40.703258803763546,-73.8547357650542,"(40.703258803763546, -73.8547357650542)"
45725553,03/01/2020 12:40:03 AM,03/01/2020 01:19:40 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,10473,256 ZEREGA AVENUE,ZEREGA AVENUE,TURNEUR AVENUE,NORTON AVENUE,TURNEUR AVENUE,NORTON AVENUE,,BRONX,ZEREGA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/01/2020 06:19:43 AM,09 BRONX,2034870142,BRONX,1026998,235974,PHONE,Unspecified,BRONX,,,,,,,,40.81426643530528,-73.84556661332427,"(40.81426643530528, -73.84556661332427)"
45724035,03/01/2020 12:40:19 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,161 MONTROSE AVENUE,MONTROSE AVENUE,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,,BROOKLYN,MONTROSE AVENUE,,In Progress,,,,01 BROOKLYN,,BROOKLYN,1000144,197004,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70739295487995,-73.94267269046246,"(40.70739295487995, -73.94267269046246)"
45726310,03/01/2020 12:40:35 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,2165 RYER AVENUE,RYER AVENUE,EAST  181 STREET,EAST  182 STREET,EAST  181 STREET,EAST  182 STREET,,BRONX,RYER AVENUE,,In Progress,,,,05 BRONX,2031570064,BRONX,1011870,250632,ONLINE,Unspecified,BRONX,,,,,,,,40.85455863917999,-73.90015830400407,"(40.85455863917999, -73.90015830400407)"
45723320,03/01/2020 12:40:47 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10457,2260 CROTONA AVENUE,CROTONA AVENUE,GROTE STREET,EAST  183 STREET,GROTE STREET,EAST  183 STREET,,BRONX,CROTONA AVENUE,,In Progress,,,,06 BRONX,2031010023,BRONX,1015998,249425,MOBILE,Unspecified,BRONX,,,,,,,,40.85123190691196,-73.88524200401147,"(40.85123190691196, -73.88524200401147)"
45722752,03/01/2020 12:40:52 AM,03/01/2020 01:57:12 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10468,2558 CRESTON AVENUE,CRESTON AVENUE,EAST  191 STREET,EAST  192 STREET,EAST  191 STREET,EAST  192 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:57:13 AM,07 BRONX,2031670040,BRONX,1012732,254203,ONLINE,Unspecified,BRONX,,,,,,,,40.864357215850866,-73.89702714616125,"(40.864357215850866, -73.89702714616125)"
45721269,03/01/2020 12:41:13 AM,03/01/2020 01:46:58 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,41-24 69 STREET,69 STREET,41 AVENUE,BROOKLYN QUEENS EXPRESSWAY,41 AVENUE,BROOKLYN QUEENS EXPRESSWAY,,WOODSIDE,69 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:47:00 AM,02 QUEENS,4013080042,QUEENS,1013098,210355,MOBILE,Unspecified,QUEENS,,,,,,,,40.74400542766148,-73.8958923292265,"(40.74400542766148, -73.8958923292265)"
45721833,03/01/2020 12:41:34 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,604 EAST    9 STREET,EAST    9 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,,NEW YORK,EAST    9 STREET,,In Progress,,,,03 MANHATTAN,1003910009,MANHATTAN,989888,203774,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.725987460624225,-73.97965889428309,"(40.725987460624225, -73.97965889428309)"
45726660,03/01/2020 12:41:53 AM,03/01/2020 01:55:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2870 MARION AVENUE,MARION AVENUE,EAST  199 STREET,BEDFORD PARK BOULEVARD,EAST  199 STREET,BEDFORD PARK BOULEVARD,,BRONX,MARION AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/01/2020 06:55:46 AM,07 BRONX,2032840057,BRONX,1016104,255758,ONLINE,Unspecified,BRONX,,,,,,,,40.868613691012655,-73.88482875382206,"(40.868613691012655, -73.88482875382206)"
